chr	start	end
1	74225653	74225663
1	74673336	74673346
1	76582112	76582122
1	77532548	77532558
1	78414451	78414459
1	78414840	78414985
1	78420940	78421014
1	78422257	78422385
1	78425869	78425948
1	78426029	78426180
1	78428455	78428615
1	78429259	78429400
1	78429747	78429847
1	78429939	78430041
1	78430331	78430432
1	78430555	78430653
1	78430753	78430915
1	78432378	78432435
1	78432568	78432639
1	78432733	78432785
1	78433311	78433350
1	78433849	78433887
1	78434706	78434768
1	78435609	78435699
1	78444569	78444688
1	81807092	81807102
1	83014887	83014897
1	83142947	83142957
1	83147303	83147313
1	84562260	84562270
1	85422056	85422066
1	86685841	86685851
1	88188325	88188335
1	90101321	90101331
1	90569356	90569366
1	91594485	91594495
1	93468057	93468067
1	95078124	95078134
1	95543673	95543683
1	96397743	96397753
1	97720460	97720470
1	100099165	100099175
1	101670231	101670241
1	101709557	101709567
1	101849825	101849835
1	105657878	105657888
1	108087245	108087255
1	109711842	109711852
1	110710357	110710367
1	111229547	111229557
1	111897330	111897340
1	112475544	112475554
1	112748113	112748403
1	115227488	115227498
1	115251156	115251275
1	115252190	115252349
1	115256421	115256599
1	115258671	115258781
1	116307841	116307851
1	116809572	116809582
1	118165491	118166666
1	118300345	118300355
1	119382222	119382232
1	120457929	120459317
1	120460288	120460385
1	120461029	120461176
1	120461935	120462236
1	120462852	120463020
1	120464336	120464432
1	120464859	120465069
1	120465259	120465401
1	120466260	120466607
1	120467928	120468433
1	120469122	120469234
1	120471599	120471835
1	120478042	120478227
1	120479905	120480089
1	120480480	120480633
1	120483178	120483379
1	120484149	120484377
1	120491037	120491189
1	120491630	120491749
1	120493347	120493460
1	120496166	120496311
1	120497663	120497855
1	120502015	120502125
1	120506197	120506430
1	120508076	120508189
1	120508999	120509112
1	120510056	120510244
1	120510700	120510855
1	120512134	120512367
1	120529583	120529705
1	120539620	120539955
1	120547952	120548211
1	120572529	120572610
1	120611948	120612020
1	145438803	145439052
1	145439508	145439665
1	145439778	145439925
1	145440038	145440140
1	145440269	145440525
1	145440632	145440788
1	145440902	145441053
1	145441183	145441218
1	145723115	145723125
1	150549840	150549967
1	150550720	150550967
1	150551319	150552006
1	150658966	150658976
1	150729788	150729798
1	151122483	151122493
1	152724811	152724821
1	153139032	153139042
1	154573962	154573972
1	154582124	154582134
1	154810678	154810688
1	155870179	155870409
1	155874102	155874293
1	155874522	155874595
1	155880241	155880297
1	155880447	155880595
1	155880669	155880676
1	156202168	156202178
1	156785622	156785630
1	156811873	156811985
1	156830727	156830938
1	156834146	156834220
1	156834520	156834591
1	156836702	156836770
1	156837896	156838041
1	156838297	156838439
1	156841415	156841547
1	156843425	156843751
1	156844175	156844192
1	156844363	156844418
1	156844698	156844800
1	156845312	156845458
1	156845872	156846002
1	156846192	156846364
1	156848914	156849154
1	156849791	156849949
1	156851249	156851434
1	157788265	157788275
1	158463081	158463091
1	158641131	158641245
1	159174677	159174687
1	159553259	159553269
1	160234686	160234696
1	160943834	160943844
1	161284196	161284215
1	161293404	161293460
1	161298186	161298287
1	161310384	161310445
1	161326467	161326630
1	161332119	161332330
1	162187507	162187517
1	162688854	162688935
1	162722885	162722987
1	162724414	162724645
1	162724946	162725093
1	162725454	162725559
1	162729586	162729769
1	162731001	162731244
1	162735791	162735853
1	162737019	162737149
1	162740092	162740302
1	162741814	162742037
1	162743259	162743386
1	162745442	162745633
1	162745926	162746160
1	162748370	162748519
1	162749902	162750036
1	162813578	162813588
1	163287497	163287796
1	163532473	163532483
1	164149641	164149651
1	165391946	165391956
1	167021544	167021554
1	167640706	167640716
1	168349166	168349176
1	168727152	168727162
1	169572942	169572952
1	170206897	170206907
1	171835488	171835498
1	172149943	172149953
1	175057945	175057955
1	175591961	175591971
1	176775673	176775683
1	177747052	177747062
1	179354917	179354927
1	180901117	180901127
1	181443009	181443019
1	181721277	181721377
1	182988603	182988613
1	183765801	183765811
1	184231051	184231061
1	184807507	184807517
1	184950219	184950229
1	186039742	186039891
1	186062264	186062392
1	186167928	186167938
1	187354882	187354892
1	188487685	188487695
1	189234641	189234651
1	189620273	189620283
1	190033435	190033445
1	190491792	190491802
1	192281415	192281425
1	192730500	192730510
1	193091331	193091461
1	193094242	193094347
1	193099304	193099373
1	193104521	193104583
1	193104667	193104719
1	193107215	193107303
1	193110980	193111196
1	193116997	193117095
1	193119434	193119512
1	193121510	193121574
1	193172925	193172982
1	193181195	193181230
1	193181520	193181607
1	193202123	193202284
1	193205386	193205486
1	193218860	193219001
1	193219806	193219842
1	194438625	194438635
1	197365100	197365110
1	197999321	197999331
1	199878772	199878782
1	200596258	200596268
1	202055950	202055960
1	202618668	202618678
1	203913570	203913580
1	204220227	204220237
1	204393980	204394168
1	204394741	204394869
1	204396776	204396882
1	204397267	204397348
1	204399049	204399166
1	204400797	204400921
1	204401328	204401529
1	204402444	204402553
1	204402921	204403077
1	204403567	204403736
1	204408063	204408199
1	204409320	204409449
1	204410599	204410691
1	204411654	204411761
1	204412545	204412725
1	204413196	204413290
1	204413459	204413552
1	204415084	204415272
1	204416564	204416706
1	204418313	204418424
1	204418978	204419145
1	204423797	204423919
1	204424984	204425179
1	204426165	204426198
1	204426856	204427002
1	204429006	204429069
1	204429452	204429531
1	204429678	204429789
1	204433140	204433260
1	204433578	204433732
1	204434347	204434447
1	204437998	204438930
1	204494647	204494724
1	204495488	204495562
1	204499812	204499945
1	204501319	204501374
1	204506558	204506625
1	204507337	204507436
1	204511912	204512072
1	204513663	204513812
1	204515925	204516005
1	204518241	204518810
1	205181521	205181531
1	206677216	206677226
1	207635784	207635794
1	208447617	208447627
1	209812754	209812764
1	210708301	210708311
1	213868294	213868304
1	214495698	214495708
1	214962766	214962776
1	216017634	216017840
1	216151586	216151596
1	217096275	217096285
1	218416649	218416659
1	219415459	219415469
1	219789430	219789440
1	220163273	220163283
1	221657732	221657742
1	222389382	222389392
1	223646776	223646786
1	225026662	225026672
1	226252053	226252180
1	226253357	226253510
1	226259052	226259180
1	226730431	226730441
1	227736941	227736951
1	228424595	228424605
1	229195615	229195625
1	230238058	230238068
1	230818836	230818846
1	231205416	231205426
1	231502157	231502221
1	231503315	231503382
1	231506308	231506444
1	231509726	231509845
1	231556744	231557634
1	232328396	232328406
1	232507611	232507621
1	233573003	233573013
1	234021534	234021544
1	234622812	234622822
1	235362955	235362965
1	236247523	236247533
1	236700977	236700987
1	236837390	236837400
1	237738540	237738550
1	238943513	238943523
1	240119744	240119754
1	240603024	240603034
1	241039766	241039776
1	241661128	241661270
1	241663737	241663890
1	241665743	241665870
1	241667342	241667545
1	241669303	241669468
1	241671903	241672085
1	241675267	241675443
1	241676903	241677013
1	241680482	241680616
1	241682891	241683022
1	241880359	241880369
1	242345423	242345433
1	242741018	242741028
1	243663045	243663088
1	243668551	243668636
1	243675626	243675728
1	243708812	243708899
1	243716031	243716245
1	243727022	243727150
1	243736228	243736350
1	243776973	243777041
1	243778398	243778463
1	243800913	243801044
1	243809195	243809339
1	243828074	243828185
1	243858893	243859018
1	244006427	244006472
1	244525089	244525099
1	245456585	245456595
1	246664629	246664639
1	247622935	247622945
2	596624	596634
2	1411878	1411888
2	3281079	3281089
2	4485909	4485919
2	4896965	4896975
2	5864655	5864665
2	6884144	6884154
2	7496867	7496877
2	7968269	7968279
2	8507481	8507491
2	10079679	10079689
2	10932202	10932212
2	11472532	11472542
2	12305484	12305494
2	12835777	12835787
2	15240562	15240572
2	16060545	16060555
2	16080709	16080865
2	16082070	16082976
2	16085615	16086219
2	17362562	17362572
2	17901479	17901489
2	17989495	17989505
2	19696076	19696086
2	20048994	20049004
2	20936511	20936521
2	21238240	21238419
2	22176890	22176900
2	22742351	22742361
2	23229685	23229695
2	23568058	23568068
2	24904320	24904330
2	25064188	25064198
2	25457148	25457289
2	25458576	25458694
2	25459805	25459874
2	25461999	25462084
2	25463171	25463319
2	25463509	25463599
2	25464431	25464576
2	25466767	25466851
2	25467024	25467207
2	25467409	25467521
2	25468122	25468201
2	25468889	25468933
2	25469029	25469178
2	25469489	25469645
2	25469920	25470027
2	25470460	25470618
2	25470906	25471121
2	25472526	25472593
2	25474781	25474963
2	25475063	25475066
2	25497810	25497956
2	25498369	25498412
2	25505257	25505580
2	25523008	25523112
2	25536782	25536853
2	25964898	25967345
2	25972565	25973282
2	25976403	25976508
2	25978887	25978983
2	25982351	25982514
2	25990452	25990595
2	25991611	25991737
2	25994309	25994409
2	26022254	26022404
2	26029098	26029206
2	26068160	26068162
2	26068350	26068432
2	26101035	26101091
2	27169485	27169495
2	28811126	28811136
2	29416090	29416788
2	29419636	29419726
2	29420408	29420542
2	29430037	29430138
2	29432652	29432744
2	29436850	29436947
2	29443572	29443701
2	29445210	29445274
2	29445382	29449102
2	29449342	29449941
2	29450440	29450538
2	29451750	29451932
2	29455170	29455314
2	29456431	29456562
2	29462546	29462696
2	29473971	29474133
2	29497965	29498093
2	29498268	29498362
2	29519754	29519923
2	29541170	29541270
2	29543617	29543748
2	29551216	29551347
2	29606598	29606725
2	29754781	29754982
2	29917716	29917880
2	29940444	29940563
2	30142859	30143525
2	30611164	30611174
2	31742657	31742667
2	33120405	33120415
2	33948743	33948753
2	34403091	34403101
2	36009280	36009290
2	36605299	36605309
2	37255010	37255020
2	38177520	38177530
2	38743876	38743886
2	39082339	39082349
2	39212965	39213456
2	39214614	39214732
2	39216411	39216455
2	39222264	39222528
2	39224063	39224179
2	39224394	39224566
2	39233553	39233670
2	39234172	39234334
2	39237725	39237844
2	39239267	39239489
2	39240601	39240704
2	39241008	39241130
2	39241906	39241987
2	39249711	39250366
2	39251151	39251278
2	39262353	39262451
2	39262531	39262641
2	39278285	39278428
2	39281755	39281964
2	39283843	39284007
2	39285814	39285945
2	39294769	39294894
2	39347477	39347563
2	41064386	41064396
2	43451458	43452891
2	43453404	43453454
2	44195804	44195814
2	45059241	45059251
2	45772720	45772730
2	46371209	46371219
2	47596645	47596720
2	47600602	47600709
2	47600947	47601187
2	47602373	47602438
2	47604153	47604216
2	47606092	47606193
2	47606908	47607108
2	47612305	47612349
2	47613711	47613752
2	47630331	47630541
2	47635540	47635694
2	47637233	47637511
2	47639553	47639699
2	47641408	47641557
2	47643435	47643568
2	47656881	47657080
2	47672687	47672796
2	47690170	47690293
2	47693797	47693947
2	47698104	47698201
2	47702164	47702409
2	47703506	47703710
2	47705411	47705658
2	47707835	47708010
2	47709918	47710088
2	48010373	48010632
2	48018066	48018262
2	48023033	48023202
2	48025750	48028294
2	48030559	48030824
2	48032049	48032166
2	48032757	48032846
2	48033343	48033497
2	48033591	48033790
2	48033918	48033999
2	48035262	48035383
2	48035456	48035577
2	48036290	48036411
2	48036732	48036853
2	48037449	48037570
2	48594590	48594600
2	49393377	49393387
2	49560525	49560535
2	50376682	50376692
2	51429916	51429926
2	53123421	53123431
2	53629316	53629326
2	54340550	54340842
2	54941946	54941956
2	56132271	56132281
2	56750204	56750214
2	58386900	58386935
2	58387243	58387314
2	58388657	58388773
2	58390001	58390082
2	58390164	58390209
2	58390569	58390652
2	58392859	58393009
2	58425714	58425797
2	58431265	58431361
2	58449077	58449177
2	58453863	58453919
2	58456949	58457009
2	58459189	58459247
2	58468353	58468448
2	58581013	58581023
2	59819540	59819550
2	60281603	60281613
2	60485156	60485166
2	60670472	60670482
2	61108976	61108985
2	61118818	61118960
2	61121532	61121680
2	61128127	61128218
2	61144012	61144152
2	61145326	61145430
2	61145529	61145741
2	61147176	61147244
2	61147709	61147777
2	61148898	61149670
2	61705955	61706101
2	61708320	61708416
2	61709515	61709674
2	61710092	61710226
2	61711072	61711240
2	61712903	61713097
2	61715300	61715406
2	61715723	61715906
2	61717777	61717911
2	61719170	61719333
2	61719460	61719616
2	61719702	61719883
2	61720050	61720188
2	61721029	61721226
2	61722590	61722748
2	61724014	61724142
2	61725808	61725927
2	61726000	61726048
2	61726848	61727029
2	61729131	61729175
2	61729384	61729445
2	61749746	61749818
2	61753555	61753656
2	61760907	61761032
2	61915487	61915779
2	64394412	64394422
2	65305494	65305504
2	65904235	65904245
2	66300015	66300025
2	67072077	67072087
2	68028746	68028756
2	68344015	68344025
2	70427452	70427462
2	70873430	70873440
2	71633384	71633394
2	72235087	72235097
2	75367198	75367208
2	76144677	76144687
2	78707762	78707772
2	79298359	79298369
2	80144823	80144833
2	80913845	80913855
2	85321741	85321751
2	85964827	85964837
2	86337925	86337935
2	88759960	88759970
2	96919546	96919853
2	96920571	96920735
2	96930876	96931119
2	100825362	100825372
2	101917506	101917516
2	103011232	103011242
2	104157998	104158008
2	105979501	105979511
2	106456382	106456392
2	108946173	108946183
2	109513595	109513605
2	109579732	109579742
2	111709172	111709182
2	112748509	112748519
2	112753092	112753102
2	113791188	113791198
2	115039249	115039259
2	116669309	116669319
2	118281839	118281849
2	118532312	118532322
2	119342958	119342968
2	119698052	119698062
2	121309277	121309287
2	121554897	121555044
2	121684937	121685042
2	121708819	121709021
2	121712821	121713006
2	121726290	121726491
2	121727969	121728182
2	121729517	121729639
2	121732500	121732685
2	121736010	121736159
2	121740292	121740456
2	121742047	121742319
2	121743854	121744190
2	121745784	121748251
2	121918810	121918820
2	122647739	122647749
2	123694915	123694925
2	124894623	124894633
2	125839587	125839597
2	126806748	126806758
2	127578739	127578749
2	128015172	128015303
2	128016872	128017024
2	128018804	128018922
2	128028912	128029029
2	128030441	128030537
2	128036749	128036951
2	128038023	128038207
2	128044279	128044593
2	128046236	128046440
2	128046913	128047077
2	128047265	128047400
2	128047800	128047849
2	128050186	128050422
2	128051089	128051294
2	128051630	128051657
2	129557605	129557615
2	130271505	130271515
2	133367204	133367214
2	133780317	133780327
2	134651221	134651231
2	135237188	135237198
2	136707976	136707986
2	136872439	136873509
2	136874046	136874258
2	136875616	136875630
2	137676113	137676123
2	139143712	139143922
2	139526000	139526010
2	140825063	140825073
2	141116388	141116517
2	141778591	141778601
2	142746663	142746673
2	144386864	144386874
2	147858097	147858107
2	148602722	148602776
2	148653870	148654077
2	148657027	148657136
2	148657313	148657467
2	148672760	148672903
2	148674852	148674995
2	148676016	148676161
2	148677799	148677913
2	148680542	148680680
2	148683600	148683730
2	148684649	148684843
2	150002538	150002548
2	151351922	151351932
2	153464575	153464585
2	153999020	153999030
2	155663718	155663728
2	157317810	157317820
2	158594043	158594177
2	158594952	158595082
2	158617392	158617589
2	158622433	158622708
2	158626880	158627026
2	158630600	158630699
2	158634643	158634854
2	158636849	158637112
2	158655939	158656005
2	158667211	158667221
2	160386255	160386265
2	161713987	161713997
2	165349897	165349907
2	167236461	167236471
2	168985870	168985880
2	169993900	169994005
2	170008501	170008511
2	170163789	170163909
2	170968409	170968419
2	172454928	172454938
2	173770881	173770891
2	175583974	175583984
2	176771543	176771553
2	177728236	177728246
2	177930184	177930194
2	178095513	178096736
2	178097120	178097311
2	178097978	178098067
2	178098733	178098999
2	178129260	178129304
2	178854183	178854193
2	179239063	179239073
2	179418639	179418945
2	179458293	179458596
2	179472126	179472414
2	179475718	179476000
2	179478777	179479077
2	179501123	179501528
2	179642429	179642704
2	181360160	181360170
2	183481437	183481447
2	187264981	187264991
2	190656536	190656667
2	190660495	190660677
2	190670378	190670608
2	190682743	190682906
2	190708690	190708806
2	190717381	190717503
2	190718665	190718808
2	190718965	190719854
2	190728469	190728954
2	190732525	190732655
2	190738222	190738382
2	190741998	190742162
2	192635495	192635505
2	197084084	197084094
2	198257027	198257185
2	198257696	198257912
2	198260780	198261052
2	198262709	198262840
2	198263185	198263305
2	198264779	198264890
2	198264976	198265158
2	198265439	198265660
2	198266124	198266249
2	198266466	198266612
2	198266709	198266854
2	198267280	198267550
2	198267673	198267759
2	198268309	198268488
2	198269800	198269901
2	198269999	198270196
2	198272722	198272843
2	198273093	198273305
2	198274494	198274731
2	198281465	198281635
2	198283233	198283312
2	198283656	198283675
2	198285102	198285266
2	198285753	198285857
2	198288532	198288698
2	198299696	198299723
2	198902225	198902235
2	200057937	200057947
2	201131223	201131233
2	201608363	201608373
2	202122955	202123105
2	202131184	202131514
2	202134233	202134328
2	202136239	202136344
2	202137361	202137499
2	202137621	202137665
2	202139612	202139676
2	202141550	202141691
2	202149539	202150040
2	202151182	202151317
2	203905713	203905723
2	206088074	206088084
2	207041048	207041058
2	207453249	207453259
2	208971002	208971012
2	209101803	209101893
2	209103795	209103957
2	209104587	209104727
2	209106718	209106869
2	209108151	209108328
2	209110043	209110148
2	209113093	209113384
2	209116154	209116275
2	210848467	210848477
2	212248340	212248785
2	212251578	212251875
2	212252670	212252717
2	212285166	212285336
2	212286732	212286829
2	212288880	212289026
2	212293133	212293208
2	212295670	212295825
2	212426628	212426813
2	212483902	212484000
2	212488647	212488769
2	212495187	212495319
2	212522479	212522553
2	212530048	212530202
2	212537889	212537982
2	212543777	212543909
2	212566692	212566891
2	212568829	212568919
2	212570043	212570116
2	212576775	212576901
2	212578260	212578373
2	212587118	212587259
2	212589801	212589919
2	212615364	212615429
2	212652750	212652884
2	212812155	212812341
2	212989477	212989628
2	213403173	213403254
2	213798990	213799000
2	215593400	215593732
2	215595135	215595232
2	215609791	215609883
2	215610446	215610578
2	215617171	215617279
2	215628755	215628765
2	215632206	215632378
2	215633956	215634036
2	215645284	215646233
2	215657021	215657169
2	215661785	215661841
2	215674136	215674293
2	216477167	216477177
2	217830659	217830669
2	218334779	218334789
2	220228366	220228376
2	221067686	221067696
2	222183489	222183499
2	222965294	222965304
2	224689234	224689244
2	225974959	225974969
2	227392855	227392865
2	228822390	228822400
2	231090560	231090618
2	231101798	231101975
2	231102928	231103096
2	231103476	231103588
2	231106119	231106202
2	231108446	231108526
2	231109703	231109795
2	231110578	231110655
2	231112631	231112780
2	231113600	231113683
2	231115696	231115776
2	231118031	231118132
2	231120167	231120247
2	231134247	231134333
2	231134552	231134668
2	231135301	231135354
2	231149061	231149126
2	231150467	231150547
2	231152607	231152681
2	231155175	231155279
2	231157361	231157503
2	231158986	231159033
2	231162136	231162177
2	231174639	231174754
2	231175458	231175566
2	231175869	231175946
2	231176167	231176310
2	231177301	231177399
2	231481193	231481203
2	232326412	232326422
2	233520937	233520947
2	234199532	234199542
2	235139493	235139503
2	235527494	235527504
2	237644194	237644204
2	239128112	239128122
2	239610282	239610292
2	240359126	240359136
2	241922177	241922187
3	168683	168693
3	340435	340445
3	1542293	1542303
3	2070841	2070851
3	3093361	3093371
3	3419130	3419140
3	4601514	4601524
3	5113301	5113311
3	6224867	6224877
3	6914132	6914142
3	7721027	7721037
3	8139774	8139784
3	8568951	8568961
3	9627022	9627032
3	10070342	10070405
3	10074516	10074656
3	10076153	10076220
3	10076379	10076482
3	10076857	10076917
3	10077971	10078023
3	10080963	10081041
3	10081405	10081529
3	10083307	10083394
3	10084243	10084347
3	10084734	10084834
3	10085168	10085276
3	10085513	10085548
3	10088264	10088407
3	10089601	10089735
3	10091058	10091189
3	10094071	10094181
3	10101978	10102087
3	10103835	10103895
3	10105476	10105595
3	10106040	10106113
3	10106413	10106559
3	10107078	10107178
3	10107548	10107663
3	10108893	10109001
3	10114555	10114665
3	10114937	10115046
3	10116214	10116357
3	10119765	10119881
3	10122784	10122912
3	10123030	10123148
3	10127496	10127606
3	10128818	10128948
3	10130133	10130226
3	10130512	10130634
3	10131976	10132069
3	10133865	10133936
3	10134969	10135007
3	10135973	10136047
3	10136884	10136958
3	10138010	10138156
3	10140404	10140634
3	10142872	10142946
3	10183532	10183871
3	10188198	10188320
3	10191471	10191649
3	10674303	10674313
3	11130162	11130172
3	12626013	12626156
3	12626346	12626480
3	12626621	12626752
3	12627180	12627298
3	12629090	12629136
3	12632297	12632473
3	12633207	12633291
3	12641190	12641307
3	12641309	12641650
3	12641651	12641841
3	12641887	12641914
3	12641961	12642146
3	12642384	12643938
3	12644056	12645634
3	12645635	12646923
3	12647041	12647689
3	12647700	12647798
3	12647809	12647996
3	12648471	12648831
3	12649427	12650264
3	12650265	12650422
3	12650732	12650834
3	12653449	12653561
3	12660014	12660220
3	12756941	12756951
3	13431883	13431893
3	14187441	14187659
3	14188790	14188879
3	14189408	14189501
3	14190062	14190231
3	14190314	14190448
3	14193835	14193916
3	14197835	14197995
3	14199511	14200392
3	14201241	14201330
3	14206313	14206433
3	14206928	14207085
3	14208669	14208753
3	14209757	14209880
3	14211938	14212050
3	14214367	14214562
3	14219966	14220068
3	14451832	14451842
3	14661415	14661425
3	15194131	15194141
3	15625005	15625220
3	16010471	16010481
3	17070577	17070587
3	18366443	18366453
3	20113100	20113110
3	21059796	21059806
3	21623626	21623636
3	21745631	21745641
3	22147702	22147712
3	23768861	23768871
3	25042841	25042851
3	25223786	25223796
3	26531778	26531788
3	28011623	28011633
3	29258746	29258756
3	30570714	30570724
3	30648376	30648469
3	30664691	30664765
3	30686239	30686407
3	30691762	30691952
3	30713130	30713929
3	30715597	30715738
3	30729876	30730003
3	30732912	30733091
3	32394963	32394973
3	33751013	33751023
3	34880026	34880036
3	35785291	35785301
3	36470302	36470312
3	37035039	37035154
3	37038110	37038200
3	37042446	37042544
3	37045892	37045965
3	37048482	37048554
3	37050305	37050396
3	37053311	37053353
3	37053502	37053590
3	37055923	37056035
3	37058997	37059090
3	37061801	37061954
3	37067128	37067498
3	37070275	37070423
3	37081677	37081785
3	37083759	37083822
3	37089010	37089174
3	37090008	37090100
3	37090395	37090508
3	37091977	37092144
3	37270336	37270346
3	38126635	38126645
3	38180153	38180519
3	38181355	38181489
3	38181879	38182083
3	38182248	38182339
3	38182623	38182777
3	38886174	38886184
3	41019883	41019893
3	41127210	41127220
3	41265560	41265572
3	41266017	41266244
3	41266445	41266698
3	41266825	41267063
3	41267151	41267352
3	41268699	41268843
3	41274832	41274935
3	41275020	41275358
3	41275630	41275788
3	41277215	41277334
3	41277840	41277990
3	41278079	41278200
3	41279507	41279567
3	41280625	41280833
3	41354527	41354537
3	42320074	42320084
3	43070761	43070771
3	45120135	45120145
3	45606522	45606532
3	47058583	47058744
3	47059128	47059229
3	47061250	47061330
3	47079156	47079267
3	47084051	47084190
3	47087977	47088111
3	47098311	47098980
3	47103653	47103836
3	47108560	47108608
3	47125210	47125872
3	47127685	47127804
3	47129603	47129737
3	47139445	47139571
3	47142948	47143045
3	47144836	47144913
3	47147487	47147610
3	47155366	47155494
3	47158113	47158244
3	47161672	47166038
3	47168138	47168153
3	47205344	47205414
3	47543384	47543394
3	48950850	48951057
